Structures   Fraction     E[J/m2]      V[A]         Fx           Fy           Fz           Q4           Q6           Q8           Q12          Method       
lammps_0408  0.4706       0.97332      0.20708      -1.24047     0.28041      0.00229      -0.09321     -0.15218     -0.01161     -0.17634     byEQ         
lammps_0409  0.3824       0.97316      0.21309      -1.68834     0.80930      0.00559      -0.08758     -0.15030     -0.01424     -0.17177     byEQ         
lammps_0410  0.4412       0.97317      0.20663      -1.49208     0.41569      0.00181      -0.09013     -0.14982     -0.01060     -0.17273     byEQ         
lammps_0411  0.4706       0.97323      0.20917      -1.26013     0.31475      0.00142      -0.08988     -0.14997     -0.01267     -0.17456     byEQ         
lammps_0412  0.4318       0.97500      0.19783      -1.72061     0.41111      -0.00233     -0.08984     -0.15263     -0.01717     -0.17725     byEQ         
lammps_0413  0.3824       0.97510      0.21258      -1.48207     0.55354      -0.00161     -0.08360     -0.14670     -0.00973     -0.16892     byEQ         
lammps_0414  0.4412       0.97694      0.21340      -1.41701     0.64293      -0.00163     -0.09276     -0.15243     -0.01321     -0.17700     byEQ         
lammps_0415  0.4412       0.97698      0.19741      -1.48487     0.17986      0.00059      -0.08823     -0.14904     -0.01986     -0.17595     byEQ         
lammps_0416  0.4706       0.97708      0.20932      -1.34321     0.30917      0.00136      -0.08812     -0.14919     -0.01219     -0.17303     byEQ         
lammps_0417  0.4412       0.97784      0.21255      -1.11600     0.27922      0.00246      -0.09258     -0.15319     -0.00738     -0.17577     byEQ         
lammps_0418  0.4091       0.97794      0.21110      -1.45676     0.49679      0.00508      -0.08776     -0.15085     -0.01149     -0.17291     byEQ         
lammps_0419  0.4412       0.97762      0.21061      -1.33882     0.32176      0.00021      -0.08629     -0.14686     -0.01108     -0.17132     byEQ         
lammps_0420  0.3636       0.97882      0.21577      -1.44162     0.53001      0.00523      -0.08412     -0.14657     -0.01200     -0.16921     byEQ         
lammps_0421  0.4706       0.97816      0.20986      -1.37141     0.33361      0.00075      -0.08663     -0.14694     -0.01211     -0.17089     byEQ         
lammps_0422  0.4706       0.97823      0.20483      -1.42188     0.24828      -0.00176     -0.08730     -0.15044     -0.01311     -0.17406     byEQ         
lammps_0423  0.4318       0.97930      0.20244      -1.72599     0.44655      0.00524      -0.08973     -0.15136     -0.01793     -0.17526     byEQ         
lammps_0424  0.4706       0.97877      0.20635      -1.40985     0.27577      0.00194      -0.09207     -0.15545     -0.01094     -0.17729     byEQ         
lammps_0425  0.3529       0.97940      0.21245      -1.47463     0.46436      0.00504      -0.08504     -0.14738     -0.00769     -0.17056     byEQ         
lammps_0426  0.4091       0.97973      0.20471      -1.40449     0.36986      -0.00305     -0.09376     -0.15756     -0.01633     -0.18264     byEQ         
lammps_0427  0.4091       0.98028      0.20818      -1.52890     0.40151      0.00490      -0.08885     -0.15097     -0.01178     -0.17401     byEQ         
lammps_0428  0.4318       0.98092      0.19886      -1.78040     0.43021      -0.00221     -0.08923     -0.15217     -0.02022     -0.17808     byEQ         
lammps_0429  0.4091       0.98143      0.21398      -1.40917     0.54683      0.00540      -0.08937     -0.15142     -0.01315     -0.17476     byEQ         
lammps_0430  0.4706       0.98126      0.21695      -0.99354     0.29968      0.00171      -0.09635     -0.15561     -0.00872     -0.17938     byEQ         
lammps_0431  0.3636       0.98292      0.21851      -1.44277     0.57946      0.00509      -0.08514     -0.14647     -0.01213     -0.16952     byEQ         
lammps_0432  0.4412       0.98248      0.21777      -1.47476     0.72828      0.00095      -0.09290     -0.15224     -0.01441     -0.17629     byEQ         
lammps_0433  0.4091       0.98243      0.20913      -1.50918     0.40899      0.00154      -0.09007     -0.15194     -0.01269     -0.17591     byEQ         
lammps_0434  0.4118       0.98088      0.20522      -1.30780     0.20951      0.00007      -0.09546     -0.15313     -0.01181     -0.17998     byEQ         
lammps_0435  0.4091       0.98293      0.20876      -1.58149     0.49285      0.00523      -0.08872     -0.15126     -0.01327     -0.17596     byEQ         
lammps_0436  0.4318       0.98276      0.19777      -1.76387     0.36147      0.00556      -0.08966     -0.15335     -0.02036     -0.17916     byEQ         
lammps_0437  0.4412       0.98236      0.22918      -0.79919     0.41781      0.00146      -0.09527     -0.15321     -0.00358     -0.17565     byEQ         
lammps_0438  0.3636       0.98343      0.21852      -1.44256     0.57229      0.00509      -0.08541     -0.14633     -0.01243     -0.16960     byEQ         
lammps_0439  0.3864       0.98379      0.21759      -1.35356     0.56534      0.00255      -0.08986     -0.15148     -0.01014     -0.17467     byEQ         
lammps_0440  0.4412       0.98270      0.21377      -1.22972     0.32250      -0.00114     -0.08699     -0.14621     -0.01178     -0.17115     byEQ         
lammps_0441  0.4706       0.98329      0.21123      -1.04176     0.09110      0.00262      -0.09554     -0.15554     -0.00703     -0.17842     byEQ         
lammps_0442  0.3529       0.98378      0.21228      -1.56645     0.53347      0.00538      -0.08480     -0.14737     -0.01297     -0.17055     byEQ         
lammps_0443  0.4706       0.98339      0.21296      -1.19948     0.28806      -0.00022     -0.09162     -0.15444     -0.01108     -0.17661     byEQ         
lammps_0444  0.3529       0.98478      0.20942      -1.63015     0.44203      -0.00200     -0.08413     -0.14717     -0.01177     -0.17085     byEQ         
lammps_0445  0.3235       0.98402      0.22213      -1.51510     0.88772      -0.00400     -0.09030     -0.15469     -0.01253     -0.17499     byEQ         
lammps_0446  0.5294       0.95950      0.17620      -1.85800     -0.00920     0.00244      -0.08764     -0.14955     -0.02168     -0.17630     byEQ         
lammps_0447  0.3824       0.98535      0.20108      -1.81507     0.38011      0.00586      -0.08986     -0.15474     -0.01565     -0.17862     byEQ         
lammps_0448  0.5000       0.94248      0.15114      -2.36434     -0.34699     -0.00818     -0.06785     -0.13305     -0.02989     -0.15945     byEQ         
lammps_0449  0.5000       0.94226      0.16730      -2.05770     -0.04186     0.00552      -0.08441     -0.13961     -0.02270     -0.17303     byEQ         
lammps_0450  0.4167       0.94662      0.20527      -1.82626     1.01087      -0.00030     -0.08325     -0.14644     -0.01752     -0.16670     byEQ         
lammps_0451  0.0000       0.95071      0.32160      1.49290      1.17051      0.00729      -0.04206     -0.09172     -0.00280     -0.12019     byEQ         
lammps_0452  0.5000       0.95305      0.18292      -1.84824     0.28278      0.00597      -0.09249     -0.15273     -0.01904     -0.17772     byEQ         
lammps_0453  0.4167       0.95649      0.20075      -1.78484     0.67978      0.00310      -0.08226     -0.14473     -0.01530     -0.16689     byEQ         
lammps_0454  0.5000       0.95705      0.18933      -1.75154     0.38516      0.00389      -0.09380     -0.15467     -0.01787     -0.17940     byEQ         
lammps_0455  0.4167       0.95940      0.19559      -1.70806     0.33209      -0.00147     -0.08178     -0.14297     -0.01388     -0.16620     byEQ         
lammps_0456  0.3750       0.96218      0.21163      -1.59461     0.79386      0.00388      -0.08514     -0.14820     -0.01316     -0.16919     byEQ         
lammps_0457  0.5000       0.96268      0.18769      -1.81209     0.10390      -0.00576     -0.07393     -0.13594     -0.01770     -0.16630     byEQ         
lammps_0458  0.5000       0.96433      0.19936      -1.61099     0.53517      0.00669      -0.09705     -0.15740     -0.01652     -0.18256     byEQ         
lammps_0459  0.4167       0.96557      0.20540      -1.43544     0.44942      0.00252      -0.09051     -0.15099     -0.01229     -0.17404     byEQ         
lammps_0460  0.5000       0.96575      0.19872      -1.61710     0.50614      -0.00096     -0.09232     -0.15090     -0.01722     -0.17680     byEQ         
lammps_0461  0.4167       0.96573      0.20428      -1.43564     0.31582      0.00269      -0.08561     -0.14619     -0.01082     -0.16967     byEQ         
lammps_0462  0.5625       0.96785      0.18431      -1.57577     -0.13171     0.00413      -0.08761     -0.14317     -0.02183     -0.17714     byEQ         
lammps_0463  0.5000       0.96851      0.20018      -1.57820     0.47834      0.00637      -0.08715     -0.14555     -0.01888     -0.17420     byEQ         
lammps_0464  0.3750       0.96884      0.21616      -1.22754     0.45229      0.00283      -0.08278     -0.14230     -0.00985     -0.16534     byEQ         
lammps_0465  0.4167       0.96957      0.21105      -1.45399     0.46442      0.00458      -0.07975     -0.14074     -0.01142     -0.16394     byEQ         
lammps_0466  0.3750       0.97074      0.21847      -1.68203     0.94782      0.00269      -0.08481     -0.14680     -0.01586     -0.16767     byEQ         
lammps_0467  0.9000       0.97173      0.31876      1.60924      1.02637      -0.00094     -0.06689     -0.11514     0.00161      -0.14246     byEQ         
lammps_0468  0.3750       0.97152      0.21628      -1.71562     1.00950      0.00425      -0.08731     -0.15136     -0.01681     -0.17343     byEQ         
lammps_0469  0.4167       0.97177      0.20654      -1.51639     0.35349      -0.00157     -0.07940     -0.13864     -0.01202     -0.16535     byEQ         
lammps_0470  0.5000       0.97269      0.19591      -1.50772     0.04537      0.00511      -0.08580     -0.14072     -0.01649     -0.17033     byEQ         
lammps_0471  0.8500       0.97308      0.31285      1.52141      0.93208      0.00565      -0.08473     -0.13413     0.01148      -0.15823     byEQ         
lammps_0472  0.1111       0.97642      0.31782      1.25141      1.02876      -0.00786     -0.05838     -0.10723     0.00672      -0.13140     byEQ         
lammps_0473  0.8000       0.96944      0.28279      0.80893      0.73799      0.00615      -0.10003     -0.15072     0.01092      -0.17497     byEQ         
lammps_0474  0.3750       0.97436      0.21725      -1.52227     0.71532      0.00230      -0.08183     -0.14608     -0.00890     -0.16614     byEQ         
lammps_0475  0.4167       0.97372      0.20991      -1.54400     0.60776      0.00172      -0.08497     -0.14520     -0.01371     -0.16990     byEQ         
lammps_0476  0.4167       0.97468      0.20093      -1.72338     0.36875      0.00243      -0.08130     -0.14623     -0.01166     -0.16805     byEQ         
lammps_0477  0.5000       0.51329      0.12337      1.83173      -3.12794     -0.00674     0.00916      0.04681      0.04196      -0.01846     byDefault    
lammps_0478  0.5000       0.97545      0.19587      -1.52194     0.07827      0.00592      -0.09332     -0.15421     -0.01164     -0.17849     byEQ         
lammps_0479  0.4167       0.97558      0.19645      -1.76541     0.18528      -0.00062     -0.08395     -0.14749     -0.01509     -0.16949     byEQ         
lammps_0480  0.2857       -0.42243     0.39764      15.48144     3.99759      -0.01572     0.02978      0.08097      0.10336      0.11014      byDefault    
lammps_0481  0.8500       0.97484      0.30537      1.27846      0.91437      0.00499      -0.08273     -0.13597     0.00707      -0.15946     byEQ         
lammps_0482  0.5000       0.97794      0.21006      -1.45610     0.59517      0.00632      -0.08952     -0.14986     -0.01591     -0.17656     byEQ         
lammps_0483  0.8500       0.97691      0.31219      1.55554      0.93168      0.00849      -0.08222     -0.13137     0.00448      -0.15796     byEQ         
lammps_0484  0.5000       0.97835      0.19069      -1.63011     -0.05883     0.00558      -0.08223     -0.13926     -0.01829     -0.17087     byEQ         
lammps_0485  0.8500       0.97772      0.31662      1.57664      0.93058      0.00563      -0.08225     -0.13132     0.01107      -0.15713     byEQ         
lammps_0486  0.4167       0.97954      0.20785      -1.50565     0.38593      0.00401      -0.08597     -0.14878     -0.01161     -0.17042     byEQ         
lammps_0487  0.4167       0.97957      0.21615      -1.56553     0.69587      0.00219      -0.08945     -0.15022     -0.01487     -0.17256     byEQ         
lammps_0488  0.8500       0.98072      0.31590      1.62542      0.92485      -0.00168     -0.07622     -0.12515     0.00302      -0.15150     byEQ         
lammps_0489  0.4167       0.97965      0.19351      -1.79650     0.06338      0.00324      -0.08333     -0.13909     -0.01975     -0.16822     byEQ         
lammps_0490  0.8500       0.98135      0.31597      1.65568      0.91834      -0.00135     -0.07493     -0.12332     0.00218      -0.15039     byEQ         
lammps_0491  0.8500       0.98087      0.31666      1.62793      0.93987      0.00392      -0.07599     -0.12445     0.00312      -0.15044     byEQ         
lammps_0492  0.3750       0.98117      0.22604      -1.09498     0.46508      0.00241      -0.08090     -0.13972     -0.00748     -0.16385     byEQ         
lammps_0493  0.9500       0.98189      0.31300      1.56522      0.91009      -0.00065     -0.07745     -0.12721     0.00390      -0.15285     byEQ         
lammps_0494  0.9500       0.98157      0.31296      1.54530      0.91327      -0.00106     -0.07856     -0.12843     0.00465      -0.15360     byEQ         
lammps_0495  0.9500       0.98170      0.31283      1.54390      0.90985      -0.00104     -0.07959     -0.12936     0.00486      -0.15433     byEQ         
lammps_0496  0.9500       0.98249      0.31352      1.55729      0.91760      -0.00064     -0.07861     -0.12847     0.00440      -0.15363     byEQ         
lammps_0497  0.4167       0.98213      0.21875      -1.53000     0.66487      0.00449      -0.08068     -0.14722     -0.00807     -0.16590     byEQ         
lammps_0498  0.9500       0.98158      0.31301      1.42137      0.94521      0.00360      -0.07581     -0.12433     0.00442      -0.15050     byEQ         
lammps_0499  0.9500       0.98191      0.31317      1.42955      0.94569      0.00368      -0.07602     -0.12535     0.00481      -0.15119     byEQ         
lammps_0500  0.4167       0.98287      0.21748      -1.64022     0.70714      0.00350      -0.08097     -0.14821     -0.00626     -0.16660     byEQ         
lammps_0501  0.9500       0.98222      0.30711      1.56292      0.77409      0.00314      -0.08351     -0.13269     0.00051      -0.16171     byEQ         
lammps_0502  0.8000       0.98231      0.31059      1.58085      0.83139      0.00296      -0.08901     -0.13742     0.01086      -0.16160     byEQ         
lammps_0503  0.4167       0.98252      0.20218      -1.68674     0.17936      0.00334      -0.08288     -0.14292     -0.01425     -0.16716     byEQ         
lammps_0504  0.8000       0.98219      0.31084      1.58479      0.83508      0.00273      -0.08700     -0.13497     0.00989      -0.16000     byEQ         
lammps_0505  0.4167       0.98291      0.21914      -1.54251     0.73064      0.00194      -0.08692     -0.14735     -0.01499     -0.17036     byEQ         
lammps_0506  0.3750       0.98403      0.22037      -1.67621     1.00722      0.00402      -0.08619     -0.14903     -0.01865     -0.17156     byEQ         
lammps_0507  0.8000       0.98216      0.30910      1.61265      0.78609      0.00519      -0.08823     -0.13656     0.00672      -0.16203     byEQ         
lammps_0508  0.5000       0.98380      0.20554      -1.35132     0.09487      -0.00444     -0.08250     -0.13644     -0.01365     -0.16799     byEQ         
lammps_0509  0.3333       0.98343      0.22312      -1.47790     0.79826      0.00201      -0.08683     -0.15025     -0.01259     -0.17162     byEQ         
lammps_0510  0.8000       0.98469      0.29620      1.70424      0.52383      0.00454      -0.09875     -0.14638     -0.00409     -0.17343     byEQ         
lammps_0511  0.4167       0.98358      0.21501      -1.59673     0.65067      0.00085      -0.08650     -0.14603     -0.01577     -0.17017     byEQ         
lammps_0512  0.0000       0.89139      0.33995      2.51756      1.24910      -0.00091     0.00353      -0.05164     -0.02035     -0.09951     byDefault    
lammps_0513  0.4167       0.98481      0.21212      -1.71504     0.62719      0.00325      -0.08395     -0.15098     -0.00738     -0.16992     byEQ         
lammps_0514  0.2000       0.18551      0.03550      -2.69237     1.38492      0.04508      -0.00333     -0.01295     0.00573      -0.00907     byDefault    
lammps_0515  0.2917       0.98480      0.22876      -1.17268     0.64030      0.00240      -0.08623     -0.14850     -0.00874     -0.17007     byEQ         
lammps_0516  0.3750       0.98573      0.22201      -1.65059     0.94063      0.00678      -0.08591     -0.14916     -0.01732     -0.17054     byEQ         
lammps_0517  0.9000       0.98329      0.30738      1.33690      0.85667      0.00464      -0.09028     -0.14013     0.01355      -0.16351     byEQ         
lammps_0518  0.5000       0.98611      0.21274      -1.24674     0.42019      0.00375      -0.09936     -0.15706     -0.01081     -0.18363     byEQ         
lammps_0519  0.3750       0.98587      0.22205      -1.64697     0.94633      0.00273      -0.08272     -0.14638     -0.01782     -0.16867     byEQ         
lammps_0520  0.7500       0.98554      0.29743      1.68098      0.55190      0.00300      -0.10198     -0.15054     -0.00484     -0.17718     byEQ         
lammps_0521  0.4500       0.79412      0.19664      0.47280      -0.32882     -0.00326     -0.03546     -0.09178     -0.01285     -0.13284     byDefault    
lammps_0522  0.0000       0.98773      0.31751      1.42636      0.95902      0.00381      -0.07866     -0.13206     0.01028      -0.15140     byEQ         
lammps_0523  0.0000       0.98879      0.31838      1.44737      0.98860      0.00213      -0.07873     -0.13171     0.00922      -0.15212     byEQ         
lammps_0524  0.8000       0.98758      0.31718      1.73527      0.85979      0.00340      -0.08682     -0.13443     0.00928      -0.16129     byEQ         
lammps_0525  0.3750       0.98786      0.21965      -1.25947     0.43262      0.00568      -0.08804     -0.14924     -0.01008     -0.17187     byEQ         
lammps_0526  0.5000       1.35616      0.17478      -3.50521     -2.85495     0.00806      -0.00856     -0.01693     -0.05093     -0.15741     byDefault    
lammps_0527  0.4000       0.30941      0.02879      1.24149      -3.85961     -0.06687     0.01419      -0.10079     -0.05686     -0.01608     byDefault    
lammps_0528  0.8000       0.98786      0.30981      1.63565      0.72501      0.00335      -0.08877     -0.13638     0.00718      -0.16302     byEQ         
lammps_0529  0.9000       0.98790      0.30979      1.49856      0.80679      0.00587      -0.09141     -0.14055     0.01151      -0.16471     byEQ         
lammps_0530  0.9000       0.98805      0.30974      1.49776      0.80465      0.00581      -0.09082     -0.13976     0.01114      -0.16412     byEQ         
lammps_0531  0.9000       0.98645      0.30229      1.13476      0.85275      0.00765      -0.08592     -0.13810     0.00761      -0.16239     byEQ         
lammps_0532  0.4167       0.98830      0.21166      -1.48241     0.34606      0.00169      -0.09025     -0.15156     -0.01061     -0.17385     byEQ         
lammps_0533  0.6250       0.98921      0.19888      -1.12919     -0.20954     0.00100      -0.09957     -0.15865     -0.01623     -0.18818     byEQ         
lammps_0534  0.3750       0.98969      0.22006      -1.25205     0.40646      0.00381      -0.09074     -0.15244     -0.00903     -0.17391     byEQ         
lammps_0535  0.9000       0.98802      0.31085      1.50349      0.82813      0.00227      -0.08940     -0.13825     0.01052      -0.16258     byEQ         
lammps_0536  0.9000       0.99018      0.29780      1.61480      0.60669      0.00434      -0.09510     -0.14320     -0.00046     -0.17148     byEQ         
lammps_0537  0.3750       0.98983      0.21717      -1.35170     0.56563      0.00555      -0.09767     -0.16022     -0.00916     -0.18229     byEQ         
lammps_0538  0.9000       0.98799      0.31103      1.38168      0.85241      0.00458      -0.08813     -0.13729     0.01298      -0.16269     byEQ         
lammps_0539  0.3750       0.98986      0.22099      -1.26799     0.31850      0.00196      -0.08291     -0.14347     -0.00971     -0.16635     byEQ         
lammps_0540  0.9000       0.98821      0.30146      1.39713      0.73106      0.00803      -0.08875     -0.13873     0.00074      -0.16766     byEQ         
lammps_0541  0.6250       0.99105      0.23571      -0.40799     0.44872      0.00563      -0.10316     -0.16088     -0.01569     -0.18825     byEQ         
lammps_0542  0.7500       0.99109      0.31155      1.66191      0.79081      0.00376      -0.09174     -0.13982     0.01044      -0.16393     byEQ         
lammps_0543  0.9000       0.99067      0.29135      1.61058      0.37414      0.00364      -0.10056     -0.14770     0.00011      -0.17824     byEQ         
lammps_0544  0.0625       0.99234      0.30795      1.16040      0.89880      0.00198      -0.07361     -0.12568     0.00368      -0.15018     byEQ         
lammps_0545  0.5000       0.99160      0.22139      -1.01417     0.46557      0.00072      -0.10290     -0.16240     -0.00788     -0.18777     byEQ         
lammps_0546  0.9000       0.99105      0.30188      1.57053      0.68146      0.00410      -0.08984     -0.13937     0.00258      -0.16597     byEQ         
lammps_0547  0.9000       0.99088      0.31019      1.44006      0.84551      0.00329      -0.08286     -0.13276     0.00522      -0.15800     byEQ         
lammps_0548  0.9000       0.99102      0.31009      1.43899      0.84213      0.00323      -0.08403     -0.13392     0.00568      -0.15883     byEQ         
lammps_0549  0.4167       0.99203      0.24002      -0.70624     0.68986      0.00293      -0.09319     -0.15290     -0.00877     -0.17618     byEQ         
lammps_0550  0.9000       0.99225      0.31048      1.47360      0.84012      0.00386      -0.08391     -0.13338     0.00501      -0.15896     byEQ         
lammps_0551  0.5000       0.94184      0.15133      -2.35979     -0.35493     0.00300      -0.06785     -0.13305     -0.02989     -0.15945     byEQ         
lammps_0552  0.5000       0.94238      0.16732      -2.05916     -0.04085     0.00691      -0.08441     -0.13961     -0.02271     -0.17305     byEQ         
lammps_0553  0.0000       0.95064      0.32162      1.49283      1.16986      0.00919      -0.04206     -0.09172     -0.00280     -0.12019     byEQ         
lammps_0554  0.0000       0.95158      0.32131      1.49027      1.17870      -0.01003     -0.04206     -0.09172     -0.00280     -0.12019     byEQ         
lammps_0555  0.0000       0.95072      0.32160      1.49287      1.17048      0.00727      -0.04206     -0.09172     -0.00280     -0.12019     byEQ         
lammps_0556  0.0000       0.95158      0.32131      1.49026      1.17869      -0.01003     -0.04206     -0.09172     -0.00280     -0.12019     byEQ         
lammps_0557  0.0000       0.95063      0.32163      1.49288      1.16983      0.00928      -0.04206     -0.09172     -0.00280     -0.12019     byEQ         
lammps_0558  0.0000       0.95072      0.32160      1.49284      1.17052      0.00720      -0.04206     -0.09172     -0.00280     -0.12019     byEQ         
lammps_0559  0.0000       0.95063      0.32163      1.49285      1.16988      0.00920      -0.04206     -0.09172     -0.00280     -0.12019     byEQ         
lammps_0560  0.0000       0.95071      0.32160      1.49289      1.17050      0.00729      -0.04206     -0.09172     -0.00280     -0.12019     byEQ         
lammps_0561  0.0000       0.95072      0.32159      1.49285      1.17053      0.00719      -0.04206     -0.09172     -0.00280     -0.12019     byEQ         
lammps_0562  0.0000       0.95072      0.32161      1.49289      1.17050      0.00729      -0.04206     -0.09172     -0.00280     -0.12019     byEQ         
lammps_0563  0.0000       0.95071      0.32160      1.49284      1.17046      0.00727      -0.04206     -0.09172     -0.00280     -0.12019     byEQ         
lammps_0564  0.0000       0.95071      0.32160      1.49288      1.17048      0.00728      -0.04206     -0.09172     -0.00280     -0.12019     byEQ         
lammps_0565  0.0000       0.95063      0.32163      1.49284      1.16987      0.00918      -0.04206     -0.09172     -0.00280     -0.12019     byEQ         
lammps_0566  0.5000       0.96973      0.19642      -1.67174     0.28501      0.00333      -0.08236     -0.14673     -0.01491     -0.17532     byEQ         
lammps_0567  0.8750       0.97667      0.31922      1.83743      0.93919      0.00969      -0.07247     -0.12086     0.00146      -0.14796     byEQ         
lammps_0568  0.8333       0.98012      0.31257      1.61457      0.81785      0.00446      -0.08405     -0.13157     0.01151      -0.15800     byEQ         
lammps_0569  0.5000       0.98093      0.22419      0.39333      -0.36274     -0.00135     -0.09714     -0.15108     -0.05438     -0.21378     byEQ         
lammps_0570  0.3750       0.98104      0.22966      -0.93312     0.44760      0.00025      -0.08706     -0.14836     -0.00597     -0.17046     byEQ         
lammps_0571  0.3750       0.98595      0.22654      -1.19972     0.47725      0.00210      -0.07858     -0.13853     -0.00703     -0.16220     byEQ         
lammps_0572  0.6667       0.99256      0.36024      3.06011      2.05248      0.00795      -0.08070     -0.11968     -0.03403     -0.16383     byEQ         
lammps_0573  0.3333       0.99006      0.21221      -1.72017     0.68202      0.00243      -0.09332     -0.15866     0.00442      -0.18318     byEQ         
lammps_0574  0.2500       0.99183      0.30357      0.79464      0.90359      -0.00176     -0.07495     -0.12743     0.00655      -0.14826     byEQ         
lammps_0575  0.7500       0.99302      0.30950      1.69321      0.66416      0.00490      -0.10096     -0.14728     0.01637      -0.17276     byEQ         
lammps_0576  0.2500       0.99337      0.30373      0.82142      0.90375      0.00197      -0.07794     -0.12903     0.00791      -0.14939     byEQ         
lammps_0577  0.4286       0.94116      0.19685      -1.90973     0.84984      -0.00022     -0.08659     -0.15102     -0.01786     -0.17049     byEQ         
lammps_0578  0.4286       0.94331      0.19659      -1.89982     0.85210      -0.00038     -0.08439     -0.14789     -0.01693     -0.16910     byEQ         
lammps_0579  0.0000       0.95092      0.32154      1.49146      1.17287      0.00408      -0.04206     -0.09172     -0.00280     -0.12019     byEQ         
lammps_0580  0.8571       0.95274      0.30142      2.29966      1.04354      -0.00340     -0.11231     -0.15437     -0.03402     -0.19668     byEQ         
lammps_0581  0.3929       0.95508      0.20431      -1.71240     0.76780      0.00648      -0.08498     -0.14671     -0.01490     -0.16973     byEQ         
lammps_0582  0.3929       0.95561      0.20313      -1.74252     0.73333      0.00013      -0.08225     -0.14525     -0.01617     -0.16783     byEQ         
lammps_0583  0.3929       0.95683      0.20267      -1.70001     0.66857      0.00691      -0.08621     -0.14892     -0.01368     -0.17040     byEQ         
lammps_0584  0.3929       0.95705      0.20351      -1.69921     0.69409      0.00032      -0.08428     -0.14717     -0.01480     -0.16898     byEQ         
lammps_0585  0.3929       0.95895      0.21214      -1.59326     0.87964      0.00056      -0.08421     -0.14740     -0.01498     -0.16840     byEQ         
lammps_0586  0.3571       0.95951      0.20615      -1.51009     0.53061      0.00652      -0.08523     -0.14650     -0.01093     -0.16883     byEQ         
lammps_0587  0.3571       0.95974      0.20690      -1.50863     0.55297      0.00024      -0.08359     -0.14466     -0.01198     -0.16773     byEQ         
lammps_0588  0.4286       0.96099      0.19817      -1.56915     0.37902      0.00256      -0.08996     -0.15058     -0.01337     -0.17381     byEQ         
lammps_0589  0.4286       0.96184      0.20707      -1.51565     0.64247      0.00614      -0.09225     -0.15505     -0.01269     -0.17712     byEQ         
lammps_0590  0.3929       0.96255      0.20633      -1.81736     0.85556      -0.00026     -0.08551     -0.14899     -0.01925     -0.17178     byEQ         
lammps_0591  0.3929       0.96294      0.20757      -1.76812     0.79804      -0.00032     -0.08465     -0.14776     -0.01643     -0.16925     byEQ         
lammps_0592  0.3929       0.96342      0.20719      -1.80051     0.86229      -0.00025     -0.08550     -0.14761     -0.01941     -0.17167     byEQ         
lammps_0593  0.3929       0.96369      0.21179      -1.72182     0.85527      -0.00033     -0.08620     -0.14983     -0.01534     -0.16956     byEQ         
lammps_0594  0.3929       0.96375      0.21028      -1.75664     0.83706      -0.00057     -0.08618     -0.14910     -0.01598     -0.16948     byEQ         
lammps_0595  0.3929       0.96363      0.20878      -1.78452     0.80902      0.00650      -0.08537     -0.14815     -0.01688     -0.16915     byEQ         
lammps_0596  0.8214       0.96626      0.29954      2.02901      0.97993      -0.00351     -0.11156     -0.15528     -0.02960     -0.19559     byEQ         
lammps_0597  0.5000       0.96462      0.19924      -1.61220     0.53877      -0.00092     -0.09705     -0.15740     -0.01652     -0.18255     byEQ         
lammps_0598  0.3929       0.96486      0.20665      -1.80210     0.84510      -0.00020     -0.08650     -0.14900     -0.01826     -0.17209     byEQ         
lammps_0599  0.4286       0.96514      0.20380      -1.56258     0.39701      -0.00084     -0.07890     -0.13944     -0.01346     -0.16389     byEQ         
lammps_0600  0.8571       0.96941      0.29520      1.98378      0.96183      -0.00411     -0.11659     -0.15856     -0.03614     -0.20171     byEQ         
lammps_0601  0.3929       0.96745      0.20711      -1.79255     0.79229      -0.00076     -0.08686     -0.15038     -0.01849     -0.17187     byEQ         
lammps_0602  0.3571       0.96700      0.20767      -1.66626     0.70944      0.00594      -0.09304     -0.15780     -0.01232     -0.17758     byEQ         
lammps_0603  0.3571       0.96780      0.19538      -1.66372     0.29564      -0.00199     -0.08959     -0.15164     -0.01192     -0.17478     byEQ         
lammps_0604  0.4286       0.96870      0.20291      -1.63342     0.54638      0.00638      -0.09027     -0.15226     -0.01393     -0.17577     byEQ         
lammps_0605  0.3571       0.96800      0.20702      -1.63104     0.67464      0.00628      -0.09137     -0.15500     -0.01247     -0.17598     byEQ         
lammps_0606  0.3571       0.96796      0.20366      -1.54622     0.36563      -0.00095     -0.08619     -0.14773     -0.00853     -0.17033     byEQ         
lammps_0607  0.3929       0.96925      0.20612      -1.79372     0.78550      -0.00073     -0.08688     -0.15053     -0.01775     -0.17322     byEQ         
lammps_0608  0.9286       0.97079      0.31877      1.58178      1.00907      0.00304      -0.07179     -0.12171     0.00472      -0.14516     byEQ         
lammps_0609  0.3929       0.97017      0.20860      -1.50124     0.41522      0.00129      -0.08036     -0.14111     -0.01098     -0.16412     byEQ         
lammps_0610  0.3571       0.97001      0.22310      -1.32721     0.84390      0.00054      -0.08310     -0.14662     -0.01017     -0.16738     byEQ         
lammps_0611  0.3571       0.97009      0.21014      -1.56750     0.62761      0.00699      -0.08146     -0.14419     -0.01246     -0.16849     byEQ         
lammps_0612  0.8571       0.97234      0.29423      1.95908      0.91159      -0.00438     -0.10783     -0.14795     -0.04003     -0.19372     byEQ         
